intensification,mature,decay,residual
1995-12-17 03:00:00,1995-12-19 00:00:00,1995-12-20 03:00:00,1995-12-22 14:00:00
1995-12-18 23:00:00,1995-12-20 02:00:00,1995-12-22 13:00:00,1995-12-22 20:00:00
