incipient,intensification,mature,decay
1997-10-13 08:00:00,1997-10-13 23:00:00,1997-10-14 18:00:00,1997-10-15 00:00:00
1997-10-13 22:00:00,1997-10-14 17:00:00,1997-10-14 23:00:00,1997-10-15 09:00:00
