incipient,intensification,mature,decay
2018-09-01 22:00:00,2018-09-02 23:00:00,2018-09-04 19:00:00,2018-09-05 17:00:00
2018-09-02 22:00:00,2018-09-04 18:00:00,2018-09-05 16:00:00,2018-09-07 16:00:00
