intensification,mature,decay,intensification 2,mature 2,decay 2
2014-04-07 11:00:00,2014-04-08 16:00:00,2014-04-09 09:00:00,2014-04-10 10:00:00,2014-04-11 16:00:00,2014-04-12 08:00:00
2014-04-08 15:00:00,2014-04-09 08:00:00,2014-04-10 09:00:00,2014-04-11 15:00:00,2014-04-12 07:00:00,2014-04-13 19:00:00
