intensification,mature,decay,intensification 2,mature 2,decay 2
2008-12-28 11:00:00,2008-12-28 23:00:00,2008-12-29 09:00:00,2008-12-30 01:00:00,2008-12-31 10:00:00,2008-12-31 22:00:00
2008-12-28 22:00:00,2008-12-29 08:00:00,2008-12-30 00:00:00,2008-12-31 09:00:00,2008-12-31 21:00:00,2009-01-01 19:00:00
