intensification,mature,decay,residual
2014-02-07 05:00:00,2014-02-08 17:00:00,2014-02-10 22:00:00,2014-02-16 02:00:00
2014-02-08 16:00:00,2014-02-10 21:00:00,2014-02-16 01:00:00,2014-02-21 11:00:00
