intensification,mature,decay,intensification 2,mature 2,decay 2
1990-04-07 13:00:00,1990-04-08 12:00:00,1990-04-09 04:00:00,1990-04-10 07:00:00,1990-04-13 13:00:00,1990-04-14 09:00:00
1990-04-08 11:00:00,1990-04-09 03:00:00,1990-04-10 06:00:00,1990-04-13 12:00:00,1990-04-14 08:00:00,1990-04-15 15:00:00
