intensification,mature,decay,intensification 2,mature 2,decay 2
1991-10-28 17:00:00,1991-11-01 12:00:00,1991-11-03 05:00:00,1991-11-06 05:00:00,1991-11-09 13:00:00,1991-11-10 18:00:00
1991-11-01 11:00:00,1991-11-03 04:00:00,1991-11-06 04:00:00,1991-11-09 12:00:00,1991-11-10 17:00:00,1991-11-12 23:00:00
