incipient,intensification,mature,decay
2011-06-20 06:00:00,2011-06-20 19:00:00,2011-06-25 00:00:00,2011-06-26 08:00:00
2011-06-20 18:00:00,2011-06-24 23:00:00,2011-06-26 07:00:00,2011-06-28 19:00:00
