intensification,mature,decay,residual
2013-05-27 10:00:00,2013-05-28 05:00:00,2013-05-28 14:00:00,2013-05-29 07:00:00
2013-05-28 04:00:00,2013-05-28 13:00:00,2013-05-29 06:00:00,2013-05-29 22:00:00
