intensification,mature,decay,residual
1992-04-10 23:00:00,1992-04-12 22:00:00,1992-04-14 13:00:00,1992-04-17 16:00:00
1992-04-12 21:00:00,1992-04-14 12:00:00,1992-04-17 15:00:00,1992-04-21 07:00:00
