incipient,intensification,mature,decay
2005-08-28 13:00:00,2005-08-28 22:00:00,2005-08-29 17:00:00,2005-08-30 02:00:00
2005-08-28 21:00:00,2005-08-29 16:00:00,2005-08-30 01:00:00,2005-08-30 21:00:00
