,start,end
incipient,1992-07-14 11:00:00,1992-07-17 12:00:00
intensification,1992-07-17 01:00:00,1992-07-19 22:00:00
mature,1992-07-19 11:00:00,1992-07-20 16:00:00
decay,1992-07-20 05:00:00,1992-07-22 18:00:00
incipient 2,1992-07-22 07:00:00,1992-07-23 16:00:00
