track_id,phase,Total Distance (km),Total Time (Hours),Mean Vorticity (−1 × 10−5 s−1),Mean Growth rate (−1 × 10^−2 s−1 day-1),Mean Speed (m/s),Region,Season
19901160,decay,329.3415681715,9.0,2.504856,-166.39017489711935,10.164863215169753,Total,Total
19901161,decay,3666.9481509309817,32.0,6.088084848484849,12.93872974537039,31.831147143498107,Total,Total
19901161,incipient,440.317978846684,4.0,7.44753,138.56192129629648,30.57763741990861,Total,Total
19901161,intensification,2680.277026983456,32.0,6.4445278125000005,-103.50802951388891,23.266293637009166,Total,Total
19901161,mature,1081.8283451140412,7.0,4.074887142857143,-47.48181216931212,42.92969623468417,Total,Total
19901164,decay,1577.5076008852511,28.0,3.656984827586207,-27.158978174603167,15.649876992909238,Total,Total
19901164,incipient,109.8611581504822,4.0,2.8113175,-97.01678240740743,7.629247093783486,Total,Total
19901164,intensification,708.5457869113454,22.0,2.9911313636363634,28.07396885521885,8.946285188274564,Total,Total
19901167,decay,4689.927872262721,46.0,4.55069085106383,0.785778985507232,28.320820484678272,Total,Total
19901167,incipient,589.4996466484308,5.0,5.019052,12.111111111111091,32.74998036935727,Total,Total
19901167,intensification,3879.512576134035,35.0,4.697317714285714,-31.321428571428577,30.78978235027012,Total,Total
19901167,mature,669.5981059064453,7.0,4.7879000000000005,33.692129629629704,26.571353408985928,Total,Total
19910001,decay,1254.3496821281387,28.0,4.282805517241379,-125.25297619047618,12.443945259207728,Total,Total
19910002,decay,1470.8568061934773,26.0,2.0333533333333333,2.8547898860398866,15.71428211745168,Total,Total
19910002,incipient,250.93371024961425,4.0,1.7152675,-65.85069444444447,17.425952100667658,Total,Total
19910002,intensification,379.7315838122464,7.0,1.4353157142857145,-103.04398148148144,15.068713643343113,Total,Total
19910003,decay,2566.4764501965183,35.0,2.259713333333333,47.92493386243387,20.368860715845383,Total,Total
19910003,incipient,103.99110347585544,5.0,3.2054180000000003,8.699074074074009,5.777283526436413,Total,Total
19910003,intensification,3047.53650095445,32.0,3.92079375,-16.240957754629633,26.45430990411849,Total,Total
