,track_id,phase,Total Time (h),Mean Speed (m/s),Total Distance (km),Mean Vorticity (−1 × 10−5 s−1),Mean Growth Rate (10^−5 s^−1 day^-1),Straight Line Distance (km)
0,19820560,decay,25.0,17.29780613784837,1556.8025524063532,3.6090957692307692,1.7808192000000003,1335.520105287171
1,19820561,decay,35.0,8.263025898360608,1041.1412631934365,1.5430738888888889,-0.21859885714285707,874.9582556715973
2,19820562,decay,23.0,15.56071151729902,1288.4269136323587,3.23608625,-0.4173599999999997,1200.6192909204153
3,19820563,decay,62.0,18.43121395888377,4113.846955622857,4.868893492063492,1.9888451612903228,8991.20534973056
4,19820563,decay 2,18.0,28.01535783551428,1815.3951877413253,5.566659444444444,-0.553799999999999,1675.298702982627
5,19820563,incipient,10.0,26.53878315251698,955.3961934906113,4.7228449999999995,-0.5345040000000025,8267.873714998528
6,19820563,intensification,32.0,21.194002844595772,2441.549127697433,4.6809365625,-0.5485724999999997,8352.183795454164
7,19820563,mature,11.0,25.108261035306544,994.2871369981391,4.939325454545455,-0.9348654545454554,4180.309768537751
8,19820563,residual,14.0,26.1521186109506,1318.0667779919102,6.6470771428571425,-1.644051428571429,1235.1617452886794
9,19820565,decay,34.0,7.052404455217735,863.2143053186508,7.433194285714286,-0.6773999999999993,1063.3929668030953
10,19820565,incipient,5.0,8.75885045683032,157.65930822294573,6.14296,3.6036960000000007,24.06038886188879
11,19820565,intensification,16.0,9.304833990826053,535.9584378715806,7.305485,3.0575099999999984,500.38939467481424
12,19820565,mature,11.0,4.654889062577119,184.33360687805393,7.729346363636363,0.504152727272727,863.7335921946717
13,19820565,residual,14.0,4.58231468215398,230.9486599805606,6.747703571428572,-1.0643142857142855,210.685166535894
14,19820566,decay,8.0,23.311068389858896,671.3587696279362,1.243448888888889,0.2539799999999999,2794.7379192624376
15,19820566,incipient,5.0,25.751957621155317,463.5352371807957,1.5426259999999998,0.6288479999999993,363.8630294124215
16,19820566,intensification,16.0,25.427309075327337,1464.6130027388547,1.539480625,-0.187245,1305.2955576882596
17,19820566,mature,6.0,21.06217236306762,454.94292304226065,1.4176566666666668,0.05928000000000037,353.5520989627873
18,19820567,decay,22.0,16.307689516106645,1291.5690096756462,2.6093486363636362,-1.3166399999999998,1198.29805410258
19,19820567,incipient,4.0,3.7928989867436114,54.61774540910801,2.7587140000000003,-0.2892000000000001,50.86976097969978
20,19820567,intensification,16.0,12.735197393658025,733.5473698747023,2.747673125,-0.08563500000000014,703.8575277522446
21,19820567,mature,6.0,15.448928654081476,333.6968589281598,2.790278333333333,0.9269999999999996,283.34945125892847
22,19820568,decay,26.0,18.091481399111945,1693.362658956878,3.5520357692307694,-1.5748799999999998,1601.470505147288
23,19820568,incipient,4.0,13.976750136104004,201.26520195989767,3.2116239999999996,-0.18150000000000066,199.4797738048115
24,19820568,intensification,16.0,17.377974241708134,1000.9713163223885,3.97248125,1.9430250000000007,833.8889841330482
25,19820568,mature,6.0,16.353461096522782,353.23475968489214,4.527408333333333,-0.22904000000000124,286.8941477526743
26,19820568,residual,14.0,27.27410424999271,1374.6148541996326,3.2630914285714288,0.47713714285714276,1251.7983383419369
27,19820569,decay,64.0,9.074493997373846,2090.763416994934,4.00989125,0.4985812499999998,2077.9355748958164
28,19820569,decay 2,18.0,5.1834304142565175,335.88629084382234,6.046846111111112,-1.0398666666666674,282.0925943594727
29,19820569,incipient,5.0,8.24291839902352,148.37253118242336,5.672206,-0.16881599999999536,329.0379131183955
