track_id,phase,Total Distance (km),Total Time (Hours),Mean Vorticity (−1 × 10−5 s−1),Mean Growth rate  (−1 × 10−2 s−1 day-1),Mean Speed (m/s),Region,Season
19911134,decay,647.509905442585,22.0,2.314258181818182,-90.90172558922559,8.175630119224559,Total,Total
19911134,incipient,891.1288989478811,13.0,2.5533969230769236,-31.9275284900285,19.041215789484642,Total,Total
19911134,intensification,1146.3843751102477,24.0,2.9477504166666666,26.57744984567901,13.268337674887126,Total,Total
19911134,mature,248.01488371650348,11.0,3.0705818181818185,6.942340067340083,6.263002114053119,Total,Total
19911137,incipient,546.237920474481,5.0,2.522142,169.46527777777786,30.34655113747117,Total,Total
19911137,intensification,436.5622829439543,3.0,3.167073333333333,173.90817901234564,40.4224336059217,Total,Total
19911140,decay,62.29293390135211,1.0,4.96123,-99.08564814814913,17.303592750375586,Total,Total
19911140,incipient,501.2939898136153,8.0,6.4901824999999995,52.28443287037038,17.406041312972754,Total,Total
19911140,intensification,459.70937548913207,13.0,6.841606153846153,-123.4099002849003,9.822849903613932,Total,Total
19911140,mature,139.34795153163785,6.0,5.450101666666666,-196.58371913580237,6.451294052390641,Total,Total
19911145,decay,160.48897689621458,1.0,4.7767,-247.68518518518567,44.580271360059605,Total,Total
19911145,incipient,370.92372924586897,5.0,6.119874,134.68981481481478,20.60687384699272,Total,Total
19911145,intensification,1137.1969853017097,13.0,6.17366,-29.965277777777782,24.299080882515167,Total,Total
19911145,mature,724.1231080769771,6.0,5.392081666666667,-182.96874999999994,33.52421796652672,Total,Total
19911146,incipient,476.7495785858324,5.0,3.3336840000000003,37.3055555555556,26.486087699212913,Total,Total
19911146,intensification,652.1189474573097,6.0,3.537748333333333,87.88001543209873,30.190692011912486,Total,Total
19911147,incipient,167.3534025343675,5.0,2.842812,-69.7800925925926,9.297411251909306,Total,Total
19911147,intensification,244.96736683642405,13.0,2.9437053846153844,15.892984330484307,5.234345445222736,Total,Total
19911147,mature,50.07971279555159,3.0,2.9653766666666663,-7.2106481481481,4.637010444032555,Total,Total
19911148,decay,3161.190470225836,90.0,7.784908666666667,-41.72093621399177,9.75676071057357,Total,Total
