track_id,phase,Total Distance (km),Total Time (Hours),Mean Vorticity (−1 × 10−5 s−1),Mean Growth rate (−1 × 10^−2 s−1 day-1),Mean Speed (m/s),Region,Season
19871170,incipient,5.987203029327491,1.0,1.53647,-43.32175925925935,1.6631119525909697,Total,Total
19871170,intensification,360.4551723373629,14.0,1.6607221428571428,-25.886243386243397,7.1518883400270425,Total,Total
19871170,mature,111.08587839114404,3.0,1.5905933333333333,-12.314814814814795,10.285729480661486,Total,Total
19871173,intensification,313.252035690795,8.0,4.03779125,-25.28067129629628,10.876806794819272,Total,Total
19871174,incipient,932.637893146039,8.0,5.9192800000000005,-65.8434606481482,32.38326017868191,Total,Total
19871174,intensification,3241.0107439701937,31.0,6.088386451612903,-56.348566308243726,29.041314910127184,Total,Total
19871174,mature,315.9454041219159,3.0,6.37747,-144.45987654320982,29.25420408536258,Total,Total
19871175,decay,1441.573901304249,28.0,4.1628903571428575,-23.55324074074075,14.30132838595485,Total,Total
19871175,incipient,989.7757982520136,28.0,4.957874642857143,-59.062086640211625,9.81920434773823,Total,Total
19871175,intensification,3981.056322609495,98.0,5.355695102040817,-38.15228174603176,11.284173250026914,Total,Total
19871175,mature,622.7947020579567,20.0,5.1784255,-85.6186342592592,8.64992641747162,Total,Total
19871177,incipient,449.9295506573823,8.0,3.8642925,-27.83854166666664,15.62255384227022,Total,Total
19871177,intensification,1536.8696608618916,23.0,4.143358260869565,-22.127113526570017,18.5612277881871,Total,Total
19871177,mature,135.00777415310174,3.0,4.006186666666667,-112.72376543209896,12.5007198289909,Total,Total
19880001,decay,1732.479597468564,13.0,1.7648923076923078,-34.41595441595442,37.01879481770436,Total,Total
19880001,incipient,754.971541281891,15.0,3.883883333333333,-13.865740740740806,13.980954468183166,Total,Total
19880001,intensification,3379.770092121886,59.0,3.648086,-29.037586315128667,15.912288569312084,Total,Total
19880001,mature,1041.695420294987,13.0,2.9702138461538463,-66.71919515669515,22.25844915160228,Total,Total
19880002,decay,52.191508161529285,1.0,2.95318,13.807870370370363,14.497641155980356,Total,Total
19880002,incipient,1263.40603702437,10.0,3.537168,-38.81597222222224,35.09461213956584,Total,Total
19880002,intensification,2375.246321807841,31.0,3.60966625,-19.20624253285545,21.283569191826533,Total,Total
19880002,mature,495.7743105347809,9.0,3.361055555555556,-52.47813786008229,15.301676251073486,Total,Total
19880003,decay,116.22438799703762,1.0,6.67378,-185.45138888888928,32.284552221399345,Total,Total
19880003,incipient,903.9331071182752,11.0,4.659275833333333,46.37100168350165,22.82659361409786,Total,Total
19880003,intensification,2250.950422257208,26.0,5.31927576923077,90.03783831908832,24.04861562240607,Total,Total
19880003,mature,817.1288801351159,6.0,6.306135,135.88541666666674,37.8300407469961,Total,Total
19880004,decay,352.07636919165105,14.0,1.7715207142857143,2.204861111111109,6.985642245866093,Total,Total
19880004,incipient,342.0294204935896,11.0,1.9213136363636365,-37.83880471380472,8.63710657812095,Total,Total
19880004,intensification,1312.1443070536682,46.0,2.0893529787234044,-27.67034017713365,7.923576733415872,Total,Total
19880004,mature,547.3410719929982,10.0,1.999903,-37.56365740740745,15.203918666472171,Total,Total
19880005,decay,904.584714700267,28.0,4.789223571428572,-79.51554232804234,8.974054709328046,Total,Total
19880005,incipient,687.451449676963,17.0,4.651754705882353,13.052832244008725,11.232866824786976,Total,Total
19880005,intensification,2581.3817543365444,54.0,4.965486363636363,16.560356652949256,13.278712728068644,Total,Total
19880005,mature,468.50528368618615,15.0,5.136226666666667,30.762345679012324,8.67602377196641,Total,Total
19880006,decay,71.2047598150433,1.0,2.55793,57.673611111110645,19.77909994862314,Total,Total
19880006,incipient,622.9070456167935,7.0,2.996262857142857,76.75429894179894,24.718533556221967,Total,Total
19880006,intensification,810.4738419531724,9.0,2.345552,62.82278806584368,25.01462475164113,Total,Total
19880006,mature,457.9568660222452,6.0,2.676225,66.0744598765432,21.20170676028913,Total,Total
19880007,decay,80.23672302485915,1.0,2.16955,-28.368055555555333,22.28797861801643,Total,Total
19880007,incipient,310.14741129768873,7.0,1.8349942857142856,-78.64914021164022,12.30743695625749,Total,Total
19880007,intensification,773.5769839468605,13.0,1.6176092857142856,-33.61823361823363,16.52942273390728,Total,Total
19880007,mature,437.5466818139765,6.0,2.120753333333333,40.3858024691358,20.256790824721136,Total,Total
19880008,decay,1261.632970293836,13.0,7.945479230769231,-72.48130341880345,26.95796945072299,Total,Total
19880008,incipient,638.6911635363608,6.0,6.865652857142857,232.6466049382716,29.569035348905597,Total,Total
19880008,intensification,2284.3121976518387,22.0,7.904620454545454,44.77851430976434,28.842325727927257,Total,Total
19880008,mature,387.0532767128408,4.0,8.289625,40.99247685185171,26.87869977172506,Total,Total
19880009,decay,725.3814970718902,7.0,3.9993957142857135,-109.11541005291016,28.784980042535324,Total,Total
19880009,incipient,276.2734821846465,2.0,1.5286499999999998,324.65856481481484,38.371316970089794,Total,Total
19880009,intensification,1830.2366945962244,20.0,3.4249865,143.66377314814818,25.41995409161423,Total,Total
19880009,mature,376.172166080898,4.0,4.5508825,101.85185185185192,26.12306708895125,Total,Total
19880010,decay,165.79549409990682,5.0,1.117362,-43.13657407407408,9.210860783328158,Total,Total
19880010,intensification,821.4681981385556,18.0,1.4254405263157894,-2.4119084362139875,12.676978366335735,Total,Total
19880010,mature,111.72280635644567,4.0,1.44115,-108.43460648148148,7.7585282191976175,Total,Total
19880011,decay,1312.9210126741912,11.0,2.914187272727273,-254.22979797979795,33.15457102712604,Total,Total
19880011,intensification,1477.3099898402097,18.0,4.423126315789474,64.05156893004113,22.797993670373607,Total,Total
19880011,mature,259.6689724031977,4.0,4.58855,-99.99131944444429,18.03256752799984,Total,Total
19880012,decay,3569.512634299363,56.0,6.21014125,45.81245866402116,17.705915844738907,Total,Total
19880012,incipient,870.0190417193364,23.0,8.239755652173912,97.62731481481477,10.507476349267348,Total,Total
19880012,intensification,4185.690919205161,84.0,6.877441190476191,-39.26256613756615,13.841570500017069,Total,Total
19880012,mature,568.6242001175293,14.0,6.390002666666667,4.81977513227528,11.28222619280812,Total,Total
19880013,decay,3865.07014466841,27.0,2.9105803703703703,36.80898491083676,39.76409613856389,Total,Total
19880013,incipient,2007.9100321462995,10.0,2.74608,-69.92939814814811,55.77527867073054,Total,Total
