track_id,phase,Total Distance (km),Total Time (Hours),Mean Vorticity (−1 × 10−5 s−1),Mean Growth rate (s−1 day-1),Mean Speed (m/s),Region,Season
20161180,incipient,256.3090752284402,3.0,5.3507,-0.09903935185185185,23.73232178041113,Total,Total
20161180,intensification,668.2551454831141,8.0,5.44867,-0.07443142361111114,23.203303662608132,Total,Total
20161181,decay,161.47959847420765,3.0,8.695713333333332,-0.17661265432098752,14.951814673537747,Total,Total
20161181,incipient,1125.2081159159684,14.0,7.964273571428571,-0.0739550264550264,22.325557855475566,Total,Total
20161181,intensification,1814.5615357816032,24.0,8.038790833333334,-0.06701678240740741,21.00186962710189,Total,Total
20161181,mature,189.97812458479774,3.0,9.080226666666666,-0.13016203703703758,17.590567091184976,Total,Total
20161182,intensification,290.6494137793597,4.0,2.4871825,0.06822337962962953,20.183987068011092,Total,Total
20161187,decay,4816.226635109738,61.0,6.142894754098361,-0.07576009411050395,21.931815278277494,Total,Total
20161187,incipient,2262.822446773166,31.0,4.607265161290322,-0.06765344982078851,20.27618679904271,Total,Total
20161187,intensification,3067.95028268942,38.0,6.7531313157894735,-0.006782102826510691,22.426537154162425,Total,Total
20161187,mature,825.0489260653978,10.0,6.2380379999999995,-0.07391898148148154,22.91802572403883,Total,Total
20161188,decay,1371.4124913192531,23.0,3.75304347826087,-0.03322614734299517,16.56295279371079,Total,Total
20161188,incipient,376.48274050597075,14.0,2.591622142857143,0.03859788359788362,7.469895644959737,Total,Total
20161188,intensification,830.1678858865628,29.0,2.7196093103448273,0.05677841634738185,7.951799673242939,Total,Total
20161188,mature,166.13193109822475,7.0,3.43738,0.07771494708994715,6.592536948342253,Total,Total
20161189,decay,1389.6091859282744,61.0,3.238559180327869,0.03227269277474196,6.327910682733491,Total,Total
20161189,incipient,791.0305180761695,33.0,2.9118884848484847,0.0048807519640852795,6.658506044412202,Total,Total
20161189,intensification,1744.2989728525815,60.0,2.6742785,-0.03135204475308641,8.07545820765084,Total,Total
20161189,mature,264.21134346198477,10.0,2.286552,0.08499421296296296,7.339203985055133,Total,Total
20170001,decay,207.52171869059302,5.0,3.141178,-0.08490972222222214,11.528984371699613,Total,Total
20170001,incipient,586.3187632333378,14.0,4.046367857142857,-0.03993220899470901,11.633308794312258,Total,Total
20170001,intensification,1118.338039982763,29.0,3.8933993103448277,-0.05588042784163473,10.712050191405776,Total,Total
20170001,mature,318.5807141712261,7.0,2.9882899999999997,-0.14643022486772495,12.642091832191511,Total,Total
20170002,decay,212.9721898243074,3.0,2.1602333333333332,0.11313657407407399,19.71964720595439,Total,Total
20170002,incipient,942.1939506557856,11.0,2.2677945454545454,-0.01453282828282826,23.792776531711755,Total,Total
20170002,intensification,1149.8478510123673,14.0,2.080978,0.009742890211640194,22.81444148834062,Total,Total
20170002,mature,200.46035834166787,3.0,2.0245266666666666,-0.0901504629629629,18.561144290895175,Total,Total
20170003,decay,206.8179264357907,3.0,2.9289466666666666,-0.012168209876543256,19.149808003313954,Total,Total
20170003,incipient,312.96053931568554,10.0,2.5972063636363636,-0.036120370370370365,8.693348314324599,Total,Total
20170003,intensification,659.9182910585766,12.0,2.7760866666666666,0.06355999228395064,15.275886367096684,Total,Total
20170003,mature,178.35555225531266,3.0,2.97066,0.005042438271604905,16.514402986603024,Total,Total
20170004,decay,2435.690444872067,61.0,6.181323278688525,-0.05410651942926532,11.091486543133275,Total,Total
20170004,incipient,1692.6160090485246,27.0,5.6629992592592595,-0.09843106995884772,17.413744949058895,Total,Total
20170004,intensification,1822.8486401704208,32.0,7.00272,0.001296657986111141,15.823338890368237,Total,Total
20170004,mature,431.5693419409974,10.0,6.86691,0.1253148148148147,11.988037276138817,Total,Total
20170005,decay,135.88666057943655,3.0,1.8594800000000002,0.06266203703703704,12.582098201799681,Total,Total
20170005,incipient,295.0627998108764,11.0,1.9704109090909092,-0.028721590909090905,7.4510808033049605,Total,Total
20170005,intensification,748.0963541631405,22.0,1.7498130434782608,-0.03110953282828282,9.445661037413391,Total,Total
20170005,mature,82.60367465658993,3.0,1.76159,-0.0009645061728395713,7.648488394128697,Total,Total
20170006,decay,2918.4971534108945,27.0,2.7365099999999996,-0.079778377914952,30.025690878712904,Total,Total
20170006,incipient,1176.6033051905629,11.0,5.087104545454545,-0.12631628787878788,29.712204676529367,Total,Total
20170006,intensification,2194.5115907518643,21.0,4.462317727272727,-0.06208664021164024,29.02793109460138,Total,Total
20170006,mature,706.161795584929,7.0,4.340352857142857,0.09062830687830695,28.022293475592424,Total,Total
20170007,decay,2984.47975203299,61.0,7.964274426229508,-0.09846558136004853,13.590527103975363,Total,Total
20170007,incipient,2919.3031955835722,30.0,5.745682,-0.02079513888888895,27.030585144292335,Total,Total
20170007,intensification,4201.914546193831,60.0,5.807399508196721,0.00588541666666666,19.453308084230695,Total,Total
20170007,mature,797.1579650052084,10.0,8.232080999999999,-0.04624074074074073,22.143276805700232,Total,Total
20170008,decay,3641.6910777226512,50.0,6.7354872,-0.03241273148148148,20.231617098459175,Total,Total
20170008,incipient,870.8939467804088,10.0,2.564688181818182,0.2285763888888889,24.19149852167802,Total,Total
20170008,intensification,1262.8196993707268,16.0,4.45429125,0.2536089409722222,21.92395311407512,Total,Total
20170008,mature,318.41902443341223,4.0,7.037885,0.20995949074074077,22.112432252320296,Total,Total
20170009,decay,1714.2267158398229,15.0,1.7290533333333333,-0.07054166666666666,31.744939182218943,Total,Total
20170009,incipient,297.37995979611276,2.0,1.62468,-0.02609375000000004,41.30277219390455,Total,Total
20170009,intensification,793.6490491453183,8.0,1.97413125,0.09395833333333334,27.557258650879106,Total,Total
20170009,mature,442.51504311453147,4.0,2.2434975,-0.01625000000000006,30.73021132739802,Total,Total
20170010,decay,607.7646636269917,39.0,2.951696923076923,0.04038105413105413,4.328808145491394,Total,Total
20170010,mature,0.0,0.0,1.89538,,,Total,Total
20170011,decay,4579.620295621091,50.0,2.61316431372549,0.058774074074074076,25.44233497567273,Total,Total
20170011,incipient,939.9821880825265,19.0,3.0992273684210527,-0.0688230994152047,13.742429650329335,Total,Total
20170011,intensification,1136.5230871776275,18.0,2.8483333333333336,-0.052511574074074065,17.538936530518946,Total,Total
20170011,mature,90.02740165491451,3.0,3.5818933333333334,-0.06563271604938264,8.335870523603196,Total,Total
20170012,decay,3358.1260768565535,42.0,4.477268372093023,0.09390128968253966,22.209828550638584,Total,Total
20170012,incipient,1154.2741117160454,19.0,7.86050052631579,0.01207663255360628,16.8753525104685,Total,Total
20170012,intensification,1576.6962228335622,30.0,6.965997333333333,-0.020201003086419776,14.599039100310762,Total,Total
20170012,mature,260.824847531032,3.0,7.511756666666667,0.16786265432098776,24.150448845465924,Total,Total
20170013,decay,5266.980451549197,96.0,5.756465257731959,0.014017409336419751,15.24010547323263,Total,Total
20170013,decay 2,4928.244152743542,84.0,8.522777380952382,0.006791087962962963,16.297103679707483,Total,Total
20170013,incipient,3057.2012602723617,31.0,7.757343870967741,0.04822319295101555,27.394276525738007,Total,Total
20170013,intensification,14062.339443956034,142.0,6.557618169014084,-0.027120908320292115,27.50848874013309,Total,Total
20170013,intensification 2,4407.289827837877,70.0,3.9387724285714283,-0.013863425925925934,17.489245348563006,Total,Total
20170013,mature,1328.760796450476,19.0,7.231637894736842,-0.04760599415204685,19.42632743348649,Total,Total
20170013,mature 2,2733.811112032935,22.0,4.601001363636364,0.13649252946127946,34.51781707112292,Total,Total
20170014,decay,1033.044466400114,26.0,1.6891340740740741,0.02180110398860398,11.036799854702075,Total,Total
20170014,incipient,62.363700123945655,1.0,1.8737,0.008506944444444407,17.32325003442935,Total,Total
20170014,intensification,929.9058829187461,9.0,1.3731766666666667,-0.06690972222222222,28.700798855516855,Total,Total
20170014,mature,36.33615225571829,1.0,1.09612,-0.06053240740740742,10.093375626588415,Total,Total
20170015,decay,621.5631465360374,8.0,6.3517925,0.0008246527777777834,21.582053699167965,Total,Total
20170015,incipient,1727.9376971738347,18.0,4.963282631578947,-0.20526684670781897,26.665705203299922,Total,Total
20170015,intensification,870.7034750589248,11.0,5.639519090909091,0.042431607744107744,21.98746149138699,Total,Total
20170015,mature,137.28312021054458,3.0,6.415516666666666,-0.09816743827160472,12.711400019494869,Total,Total
20170016,decay,813.3638829407334,18.0,2.2711361111111112,-0.11155349794238681,12.551911773776752,Total,Total
20170016,incipient,962.7061163123243,30.0,3.9515463333333334,0.020840663580246912,8.913945521410412,Total,Total
20170016,intensification,2487.3322153952963,84.0,4.423954588235294,0.009756255511463849,8.225304945090265,Total,Total
20170016,mature,1140.6379735290338,19.0,3.0743015789473684,-0.0257218567251462,16.675993765044357,Total,Total
20170017,incipient,1108.898294161366,21.0,2.1309190476190474,-0.01245039682539685,14.667966853986323,Total,Total
20170017,intensification,1957.0586841078407,38.0,2.2793434210526313,-0.019971978557504867,14.305984532952053,Total,Total
20170017,mature,0.0,0.0,2.11717,,,Total,Total
20170018,incipient,358.73985245372546,30.0,2.9285319999999997,0.059443672839506176,3.321665300497458,Total,Total
20170018,intensification,926.552581688615,58.0,3.035483103448276,0.00897669220945083,4.437512364409075,Total,Total
20170018,mature,0.0,0.0,1.8671,,,Total,Total
20170019,incipient,1713.3593865726052,23.0,3.1847212500000004,-0.005464472624798711,20.69274621464499,Total,Total
20170019,intensification,3262.186993651895,38.0,4.005048421052631,0.014565667641325532,23.846396152426138,Total,Total
20170020,decay,344.69923380979117,8.0,4.2191600000000005,-0.16558449074074066,11.968723396173305,Total,Total
20170020,incipient,984.1297076645559,22.0,7.365931304347826,0.18155250420875416,12.425880147279747,Total,Total
20170020,intensification,7327.322182624291,81.0,8.167734691358024,0.020812328532235948,25.12799102408879,Total,Total
20170020,mature,542.9664835638226,16.0,5.645295,-0.10361183449074077,9.42650145076081,Total,Total
20170021,incipient,1126.5683067351224,12.0,2.369353333333333,-0.019176311728395064,26.07797006331302,Total,Total
20170021,intensification,1321.1295539955297,18.0,2.086835263157895,-0.08293467078189301,20.387801759190275,Total,Total
20170022,decay,3891.426277592092,58.0,3.3919310344827585,-0.07039172254150702,18.63709903061347,Total,Total
20170022,incipient,854.0965593554092,11.0,1.9494300000000002,0.18992003367003366,21.568094933217406,Total,Total
20170022,intensification,2545.9273190894355,43.0,3.8795081395348836,0.0600979758828596,16.446558908846484,Total,Total
20170022,mature,1042.632838816519,16.0,5.27365375,-0.012212818287037025,18.101264562786792,Total,Total
20170023,decay,196.55514940139432,5.0,4.956296,-0.30712037037037043,10.919730522299686,Total,Total
20170023,incipient,328.9693026600812,6.0,3.845247142857143,0.2700000000000001,15.230060308337093,Total,Total
20170023,intensification,2291.2297997870446,43.0,7.199949534883721,0.11126211240310077,14.801226096815535,Total,Total
20170023,mature,404.63447005556054,16.0,7.311575,-0.1924291087962963,7.024903994020149,Total,Total
20170024,intensification,1407.6049100658329,32.0,1.9657451515151516,-0.03745298032407408,12.218792622099244,Total,Total
20170025,intensification,2472.43362983043,33.0,4.060141176470588,-0.012622053872053871,20.811730890828535,Total,Total
20170025,mature,592.6808972890155,10.0,2.823418,-0.11385648148148148,16.46335825802821,Total,Total
20170026,decay,1704.7396946303559,23.0,2.790613043478261,-0.06295591787439613,20.588643654955987,Total,Total
20170026,intensification,1115.291172421055,18.0,2.136743157894737,0.06341435185185185,17.211283525016285,Total,Total
20170026,mature,1445.4756300395084,16.0,3.016804375,0.05045862268518519,25.095063021519245,Total,Total
20170027,decay,4891.899754684058,58.0,2.5981424137931035,-0.03573176085568326,23.428638671858515,Total,Total
20170027,decay 2,4374.065869470433,84.0,4.699756904761905,-0.08544312169312168,14.464503536608577,Total,Total
20170027,intensification,221.26455367058412,10.0,1.41055,0.04182638888888889,6.14623760196067,Total,Total
