,track_id,phase,Total Time (h),Mean Speed (m/s),Total Distance (km),Mean Vorticity (−1 × 10−5 s−1),Mean Growth Rate (10^−5 s^−1 day^-1),Straight Line Distance (km)
0,20080089,decay,19.0,6.313728432360196,431.85902477343734,6.332354210526316,-5.626421052631579,150.0527376779884
1,20080089,incipient,18.0,26.11546104387893,1692.2818756433546,3.524912777777778,1.3312133333333331,1570.3692648738258
2,20080089,intensification,59.0,21.745802999859396,4618.808557170136,6.7200995,2.71127593220339,4858.972277031101
3,20080089,mature,23.0,7.947477596201952,658.0511449655216,10.688649130434783,-1.0964139130434778,612.080856012414
4,20080091,incipient,16.0,22.949254612088975,1321.877065656325,2.159575882352941,1.1738400000000002,398.6375081411878
5,20080091,intensification,8.0,14.145825729465615,407.39978100860975,2.0117725,-3.61821,322.0219333687485
6,20080092,decay,35.0,19.868590504680142,2503.4424035896977,7.227538285714286,-2.1349508571428575,2256.6752852563636
7,20080092,incipient,9.0,21.54240927361363,697.9740604650815,4.83097,6.478906666666667,694.9812220078758
8,20080092,intensification,57.0,22.962699159913548,4711.94586761426,6.71536947368421,0.3147242105263157,4588.240946446544
9,20080092,mature,23.0,21.293554283325776,1763.1062946593743,8.693054347826086,3.113290434782609,1629.1508472770777
10,20080093,decay,78.0,17.778381500113653,4992.169525231913,7.1255312820512815,-3.356769230769231,4174.395818180254
11,20080093,incipient,8.0,17.46254375350204,502.9212601008588,2.91425,1.8082200000000008,474.01343995038053
12,20080093,intensification,57.0,17.883405124172974,3669.674731480294,5.981866842105263,1.9852421052631581,3575.2743535956856
13,20080093,mature,23.0,15.617983558183779,1293.169038617617,9.584568260869565,4.342048695652174,1223.500071821175
14,20080094,incipient,4.0,22.964064082149495,330.68252278295273,2.030934,-3.4979999999999998,329.3612025380713
15,20080094,intensification,39.0,15.008884249509594,2107.247348631147,1.7073828205128205,-0.31616615384615376,1605.5256435155488
16,20080095,intensification,33.0,8.69535233011599,1033.0078568177796,1.3779223529411764,0.0008654545454545362,925.3691934388797
17,20080097,intensification,27.0,6.393912951094124,621.4883388463488,2.5443585714285715,0.42690666666666666,367.27058308961193
18,20080097,mature,12.0,10.210170498058732,441.0793655161373,2.2853625,-1.92816,409.1660241711354
