,track_id,phase,Total Time (h),Mean Speed (m/s),Total Distance (km),Mean Vorticity (−1 × 10−5 s−1),Mean Growth Rate (10^−5 s^−1 day^-1),Straight Line Distance (km)
0,20130079,decay,32.0,8.28038471476709,953.9003191411688,3.815816875,-0.8525099999999998,1181.000570886045
1,20130079,incipient,12.0,10.78766550568068,466.0271498454054,2.017821666666667,-1.9737999999999998,195.12823804531553
2,20130079,intensification,10.0,12.762129099641534,459.4366475870952,3.306268,-1.9596960000000005,553.013138826385
3,20130079,mature,8.0,16.84896611184712,485.25022402119697,4.059931111111111,1.8194399999999997,1388.500209716731
4,20130081,decay,55.0,15.920610890776683,3152.280956373783,6.2143355357142855,1.5397963636363636,6535.08352324851
5,20130081,decay 2,17.0,8.767605714848957,536.5774697487562,6.840461764705883,-1.0820329411764709,502.5018017055772
6,20130081,incipient,21.0,26.817234344176523,2027.382916419745,6.091233333333333,2.14552,2551.1595004143687
7,20130081,intensification,38.0,14.734483627094425,2015.6773601865175,6.697524210526316,-0.9546505263157886,7214.785342223247
8,20130081,intensification 2,18.0,12.36445315273793,801.2165642974178,4.783675555555556,-0.3353199999999994,759.8878496021687
9,20130081,mature,17.0,11.572400819581137,708.2309301583656,6.106587647058824,-0.7211011764705901,7023.572527210916
10,20130081,mature 2,4.0,9.131073514696183,131.48745861162504,7.367865,-1.2663599999999988,98.21062997221745
11,20130082,decay,25.0,7.388272734256539,664.9445460830884,3.9054184615384617,0.027715200000000165,1638.6344162689268
12,20130082,incipient,21.0,5.230883639114661,395.4548031170684,4.1911,-0.674468571428571,714.8484200507035
13,20130082,intensification,23.0,8.194228922980654,678.4821548227982,3.505937826086957,-1.2601669565217393,1381.7959586290494
14,20130082,mature,8.0,13.399089696286248,385.893783253044,2.51154625,-2.7594600000000007,1642.4122549309259
15,20130083,decay,16.0,25.5292087854547,1470.4824260421906,1.846191875,-0.8164499999999997,1408.974771164954
16,20130083,intensification,5.0,27.312029812270122,491.6165366208621,2.11104,2.200656000000001,490.7398813784353
17,20130083,mature,3.0,22.051408246039244,238.15520905722383,2.207266666666667,-0.7769600000000025,154.86491404100246
18,20130085,decay,14.0,19.70098557021695,992.9296727389344,2.3070006666666667,0.847302857142857,985.2259640619844
19,20130085,incipient,5.0,11.852715117951538,213.3488721231277,1.9969819999999998,-2.9996159999999996,140.8456822573672
20,20130085,intensification,4.0,18.042414144785155,259.8107636849062,2.4331075,-0.015480000000000216,121.05863051372607
21,20130086,decay,20.0,24.231657728395913,1744.6793564445059,2.9008000000000003,0.0487319999999995,5741.065404824229
22,20130086,incipient,21.0,27.550191056961825,2082.794443906314,3.281590476190476,-1.848788571428571,2792.3992382526035
23,20130086,intensification,17.0,26.044087486993707,1593.8981542040149,2.6233376470588237,-1.0078870588235296,4247.2165449974145
24,20130086,mature,5.0,32.04038775220955,576.7269795397718,1.5832359999999999,-2.0197440000000006,448.5177588777456
25,20130087,decay,7.0,21.85002083385506,550.6205250131475,2.669224285714286,-1.550022857142856,443.06811660603825
26,20130087,incipient,21.0,22.983084228050846,1737.5211676406439,2.616507142857143,0.44498285714285657,1779.4578573975475
27,20130087,intensification,5.0,20.973340978526934,377.52013761348485,1.7974949999999998,-3.589631999999998,2145.932399592151
28,20130088,decay,28.0,27.76947395512182,2799.1629746762796,4.182986071428571,0.08924571428571469,3940.548992266478
29,20130088,decay 2,55.0,11.983353967902476,2372.70408564469,6.184049636363636,-0.8116974545454547,5311.822080378287
30,20130088,incipient,20.0,12.13695319001982,873.8606296814271,5.003390476190477,3.7228320000000004,550.146963062922
31,20130088,intensification,28.0,16.00291762300353,1613.094096398756,6.094716428571429,-0.276154285714286,6012.252981261092
32,20130088,intensification 2,54.0,14.60565199299245,2839.3387474377323,6.339533888888889,0.12562222222222236,2248.554023766365
33,20130088,mature,14.0,15.334152607872822,772.8412914367902,5.9526457142857145,-1.7091428571428562,5704.318329015782
34,20130088,mature 2,15.0,11.853884993179696,640.1097896317036,6.508024000000001,1.4651999999999987,4854.386569470595
35,20130092,decay,21.0,5.67509362163899,429.03707779590763,4.31884619047619,-1.5677828571428571,345.9729784394526
36,20130092,incipient,2.0,16.546801642226225,119.13697182402882,3.2035400000000003,4.36176,119.53174154460598
37,20130092,intensification,13.0,13.749730933169898,643.4874076723512,4.318911538461538,3.012923076923078,567.4041651544021
38,20130092,mature,5.0,8.79468368153799,158.3043062676838,5.069398,0.20491199999999737,122.11365426334918
39,20130093,decay,21.0,12.894022826556405,974.7881256876642,2.2923114285714283,-0.009874285714285967,755.9488840538149
40,20130093,decay 2,17.0,10.880746961128963,665.9017140210925,1.8937276470588236,-1.9088329411764704,599.9614307262057
41,20130093,intensification,6.0,25.665347665809012,554.3715095814747,1.8457814285714285,2.267199999999999,554.5146164580178
42,20130093,mature,5.0,16.825073096731735,302.8513157411712,2.1891,0.9912960000000013,234.4733430946775
43,20130093,mature 2,4.0,11.003722283104212,158.45360087670065,2.4011775,1.0418400000000014,119.4366461582794
44,20130094,decay,21.0,14.19215168272986,1072.9266672143774,4.801943809523809,-0.6685142857142858,1012.1229241074057
45,20130094,decay 2,17.0,10.538146557856901,644.9345693408424,4.107585882352941,-1.3392564705882355,597.4872325245722
46,20130094,intensification,18.0,16.4208990423821,1064.0742579463601,3.006972105263158,-2.135720000000001,3117.279413294448
47,20130094,mature,7.0,12.662247989637574,319.08864933886684,4.072814285714285,0.20057142857143012,2936.116559002942
48,20130094,mature 2,4.0,14.779204479988955,212.82054451184095,4.343415,0.24078000000000266,177.0170948779513
49,20130095,decay,69.0,14.884923832964851,3697.4150801084684,4.658342463768117,-1.827944347826087,7887.882769992858
50,20130095,decay 2,66.0,20.297101253645216,4822.591257866104,4.267822878787879,0.9116363636363638,5682.767927995644
51,20130095,incipient,4.0,13.199722131945128,190.07599870000985,8.000975,-1.5001799999999985,140.4671474117181
52,20130095,intensification,45.0,13.0020724840876,2106.3357424221913,5.363191521739131,1.2494453333333326,6668.161685279313
53,20130095,intensification 2,54.0,9.489034977920872,1844.6683997078173,3.5576774074074073,0.43415111111111115,1116.7959693175956
54,20130095,mature,29.0,9.708997347851588,1013.6193231157058,4.6733027586206894,-0.3928717241379303,6755.963604312951
55,20130095,mature 2,15.0,12.675476709197207,684.4757422966493,3.2068873333333334,1.1702879999999998,1634.5821758986547
56,20130096,decay,15.0,18.91937706088607,1021.6463612878476,3.06662375,5.234528,1001.5593427299348
57,20130096,decay 2,46.0,11.000720221546516,1821.719268688103,4.017453260869566,-0.24602608695652184,2202.2336855718436
58,20130096,intensification,15.0,13.690385784936966,739.2808323865961,7.297429333333333,1.8903360000000007,680.5579705439354
59,20130096,intensification 2,54.0,3.1433770915487154,611.0725065970703,6.412731666666667,-2.100524444444445,132.68185744738747
60,20130096,mature,9.0,8.42293903633584,272.9032247772813,8.193812222222222,1.0442666666666678,236.82193196512094
61,20130096,mature 2,15.0,8.398381891859762,453.51262216042716,4.023011333333333,1.7499359999999988,2541.7414224750332
62,20130098,decay 2,11.0,22.635080213112616,896.3491764392595,2.4301150000000002,-0.05751272727272712,829.5538301107921
63,20130098,intensification,15.0,19.602955374830472,1058.5595902408454,2.8436179999999998,1.594144,966.2569241823957
64,20130098,intensification 2,18.0,15.041030412664988,974.6587707406911,3.158187777777778,-0.64732,897.6395124926627
65,20130098,mature,9.0,16.919807689039637,548.2017691248842,3.423086666666667,-0.13232,473.5460491620364
66,20130099,decay 2,60.0,10.037437253993966,2168.0864468626964,5.92586,-2.90406,6210.606835850905
67,20130099,intensification,20.0,20.14288072635605,1450.2874122976357,1.7082909999999998,-0.15706799999999993,6528.45430390929
68,20130099,intensification 2,54.0,20.126409991035942,3912.574102257387,5.351507037037037,2.804066666666667,3492.8400631696386
69,20130099,mature,9.0,17.357364885652256,562.378622295133,1.9666422222222222,0.7498400000000002,518.84823416569
70,20130099,mature 2,11.0,13.268977578023112,525.4515120897152,9.40009090909091,3.323432727272726,460.0205439836534
71,20130100,decay 2,5.0,8.625226274188762,155.25407293539774,1.4365766666666666,0.07838399999999979,154.2307249566334
72,20130100,intensification,15.0,11.520190689844691,622.0902972516133,1.4266546666666666,0.07076799999999998,339.2245676126374
73,20130100,mature,3.0,3.0754195614655404,33.21453126382784,1.45061,-0.3772800000000007,16.925246139245317
74,20130101,decay 2,3.0,17.982445257352776,194.21040877940996,1.5857275,3.265599999999999,193.61181954568772
75,20130101,intensification,15.0,13.77631110671051,743.9207997623676,2.2349666666666668,0.8646240000000003,668.8969492281466
76,20130101,intensification 2,1.0,7.430310510519237,26.749117837869253,1.17877,-2.942879999999999,0.0
77,20130101,mature,9.0,9.828147431881824,318.43197679297117,1.8518444444444444,-2.686026666666667,303.66911032891016
78,20130104,decay 2,25.0,6.302270401748214,567.2043361573393,1.5953536,0.15703679999999984,274.79796977272065
79,20130104,intensification 2,45.0,4.839625475428172,784.0193270193639,1.4991580434782608,-0.09459733333333335,309.27073010659853
