track_id,phase,Total Distance (km),Total Time (Hours),Mean Vorticity (−1 × 10−5 s−1),Mean Growth rate (−1 × 10^−2 s−1 day-1),Mean Speed (m/s),Region,Season
19841156,decay,494.2900684996448,6.0,2.5284283333333337,-58.39313271604935,22.88379946757615,Total,Total
19841156,intensification,873.6220093265898,10.0,3.121532,-46.26851851851848,24.26727803684972,Total,Total
19841156,mature,466.2445615555531,6.0,2.885718333333333,-74.1473765432099,21.585396368312644,Total,Total
19841157,decay,1047.7592717639184,10.0,6.373951,-151.61111111111111,29.1044242156644,Total,Total
19841157,intensification,607.1054937074907,10.0,8.638152999999999,-170.0949074074074,16.864041491874744,Total,Total
19841157,mature,389.10444708250174,6.0,7.520848333333333,-162.67554012345673,18.014094772338044,Total,Total
19841160,decay,1425.815628716813,20.0,3.800351,-26.1278935185185,19.80299484328907,Total,Total
19841160,intensification,800.0257468498038,10.0,3.626371,50.32060185185184,22.22293741249455,Total,Total
19841160,mature,415.427987942249,6.0,3.945513333333333,21.00887345679009,19.232777219548566,Total,Total
19841163,decay,695.4345907043652,34.0,6.654905294117647,-228.87391067538127,5.681655152813441,Total,Total
19841163,intensification,449.61875003199145,20.0,6.791404,50.7806712962963,6.244704861555437,Total,Total
19841163,mature,437.85658265280847,17.0,5.39807705882353,-113.86369825708064,7.154519324392296,Total,Total
19841165,decay,493.33055740788,14.0,3.971203571428572,-180.6803902116402,9.78830471047381,Total,Total
19841165,intensification,137.88942218907346,10.0,5.482931,-53.717592592592624,3.830261727474263,Total,Total
19841165,mature,106.51027841906745,6.0,5.149403333333333,-56.45254629629631,4.93103140829016,Total,Total
19850001,decay,8374.59449277877,84.0,5.506423452380952,57.20486111111112,27.69376485707265,Total,Total
19850001,decay 2,308.449092554991,8.0,4.323635,12.044270833333275,10.710037935937187,Total,Total
19850001,incipient,114.63265489757964,2.0,5.1669,-138.75578703703707,15.921202069108285,Total,Total
19850001,intensification,4641.1172716721485,74.0,4.693855675675676,-75.9321821821822,17.421611380150708,Total,Total
19850001,mature,1856.0482786259804,22.0,5.233069090909091,-17.95717592592589,23.4349530129543,Total,Total
19850002,decay,457.0726513374661,19.0,5.364908947368421,-146.9645467836257,6.682348703764125,Total,Total
19850002,intensification,1354.1222739621096,10.0,5.582241,65.4247685185185,37.6145076100586,Total,Total
19850002,mature,434.4300363653005,6.0,6.520723333333333,110.05979938271602,20.112501683578728,Total,Total
19850003,decay,1135.7760270529077,34.0,1.520279705882353,-29.69328703703704,9.279215907295,Total,Total
19850003,intensification,194.00193084596185,9.0,2.007304,30.661008230452683,5.987713914998822,Total,Total
19850003,mature,141.95119373287363,6.0,2.267211666666667,21.603009259259263,6.571814524670075,Total,Total
19850004,decay,8819.561977017733,90.0,4.468128111111112,-25.50797325102881,27.22087029943745,Total,Total
19850004,decay 2,347.1536915085651,8.0,5.94492125,-68.44039351851855,12.053947621825175,Total,Total
19850004,incipient,214.8028993968103,2.0,6.820135,78.95833333333302,29.83373602733476,Total,Total
19850004,intensification,6463.634433555654,94.0,5.02765670212766,15.559249408983458,19.10057456724484,Total,Total
19850004,mature,2370.5953063812576,32.0,5.238817272727273,54.42853009259262,20.57808425678175,Total,Total
19850005,decay,1620.1287679226082,31.0,3.358155,57.64262246117082,14.51728286669004,Total,Total
19850005,incipient,168.81738608330232,2.0,4.444115,-87.28587962962963,23.446859178236437,Total,Total
19850005,intensification,1523.158330882291,20.0,4.051885,-65.93229166666667,21.1549768178096,Total,Total
19850005,mature,1054.1785311234023,14.0,4.20077,-28.284556878306848,20.916240696892903,Total,Total
19850006,decay,1484.0505566899797,29.0,3.079662,4.354645593869725,14.215043646455744,Total,Total
19850006,decay 2,537.1183703024468,8.0,2.90604,-73.43750000000001,18.6499434132794,Total,Total
19850006,incipient,204.53363814071204,2.0,2.04471,176.51041666666666,28.407449741765564,Total,Total
19850006,intensification,2151.716903770864,44.0,2.412233181818182,-20.37694654882155,13.5840713621898,Total,Total
19850006,mature,1532.6389866785255,14.0,2.6819107142857144,-99.619708994709,30.409503703939,Total,Total
19850007,decay,3081.9361485960458,27.0,6.251702142857143,112.968964334705,31.707162022593064,Total,Total
19850007,decay 2,411.1863026335192,8.0,6.29993,-107.47540509259257,14.277302174774972,Total,Total
19850007,incipient,58.88780158609517,2.0,8.801085,-26.89236111111073,8.178861331402107,Total,Total
19850007,intensification,1466.1794538236977,36.0,7.0985375,-21.421682098765423,11.3131130696273,Total,Total
19850007,mature,374.99076561566176,14.0,8.867852857142857,-71.89814814814814,7.440292968564718,Total,Total
19850008,decay,1764.1182580579418,19.0,2.8315255,65.4117933723197,25.791202603186285,Total,Total
19850008,intensification,1127.0950955909996,10.0,2.919544,-72.84143518518519,31.30819709974999,Total,Total
19850009,decay,1640.42496191424,17.0,4.253372222222222,29.622140522875803,26.804329443043137,Total,Total
19850009,decay 2,64.65557524839889,1.0,1.97939,-227.43055555555543,17.959882013444137,Total,Total
19850009,incipient,54.9173736803202,2.0,4.916675,-16.348379629629566,7.627413011155583,Total,Total
19850009,intensification,718.6748010254655,20.0,4.201283999999999,-84.37615740740743,9.981594458687022,Total,Total
19850009,mature,478.74261552823714,14.0,4.429019285714285,-41.46494708994705,9.498861419211057,Total,Total
19850010,decay,4827.351623630851,52.0,5.517698113207547,-28.501379985754987,25.78713474161779,Total,Total
19850010,decay 2,232.4616745683172,8.0,3.77429125,244.05815972222223,8.071585922511016,Total,Total
19850010,incipient,64.34652854408084,2.0,2.808425,267.89351851851853,8.937017853344562,Total,Total
19850010,intensification,2635.5859705712182,49.0,4.343457551020408,40.99135487528344,14.940963551991034,Total,Total
19850010,mature,571.997709841166,16.0,3.1666712500000003,11.208043981481502,9.930515795853578,Total,Total
19850011,decay,800.1184642557564,7.0,3.595285714285714,-79.3138227513227,31.750732708561763,Total,Total
19850011,decay 2,871.1390520319898,8.0,4.18452625,71.03587962962963,30.24788375111076,Total,Total
19850011,incipient,191.5981545625043,2.0,3.11255,160.5902777777777,26.61085480034782,Total,Total
19850011,intensification,2869.4092095644746,39.0,4.492602564102564,19.6349715099715,20.437387532510503,Total,Total
19850011,mature,1670.8105376858407,15.0,3.344094375,-5.665123456790092,30.940935883071127,Total,Total
19850012,decay,1565.0460038160124,22.0,4.309590454545455,-74.85585016835012,19.760681866363797,Total,Total
19850012,decay 2,485.159542243864,8.0,6.83107375,173.10763888888894,16.845817439023055,Total,Total
19850012,incipient,61.43044148095826,1.0,2.81431,840.8564814814816,17.064011522488407,Total,Total
19850012,intensification,1791.4121010943838,39.0,6.723015641025641,1.0933048433048362,12.759345449390198,Total,Total
19850012,mature,323.2621852689011,5.0,5.911835999999999,26.73148148148123,17.959010292716727,Total,Total
19850013,decay,1266.5292945235628,50.0,2.4574496,-57.36898148148149,7.036273858464238,Total,Total
19850013,decay 2,300.4353945425454,8.0,2.76746625,-5.684317129629604,10.43178453272727,Total,Total
19850013,incipient,209.98111286659025,1.0,2.17526,429.8379629629628,58.32808690738617,Total,Total
19850013,intensification,2041.6506775123848,39.0,3.283756153846153,40.50658831908832,14.541671492253451,Total,Total
19850013,mature,138.58978022968944,5.0,3.02471,-11.44444444444448,7.699432234982747,Total,Total
19850014,decay,35.73364889933585,3.0,1.1386150000000002,-16.921296296296298,3.3086711943829488,Total,Total
19850014,decay 2,256.4370424456225,8.0,1.28293375,-52.715567129629605,8.904063973806338,Total,Total
19850014,intensification,719.8260121952331,16.0,1.17672375,17.275028935185166,12.496979378389463,Total,Total
19850014,mature,64.01084095847997,3.0,1.4728966666666663,15.011574074074074,5.926929718377775,Total,Total
19850015,intensification,2178.373048131486,28.0,3.423308275862069,64.85573743386243,21.61084373146316,Total,Total
19850016,decay,1452.6770768041106,14.0,2.042542142857143,-26.70221560846562,28.822957873097437,Total,Total
19850016,intensification,3162.1145610474423,28.0,2.026053448275862,15.796957671957673,31.37018413737542,Total,Total
19850016,mature,186.959393436426,2.0,2.133315,-24.14930555555545,25.96658242172583,Total,Total
