,track_id,phase,Total Time (h),Mean Speed (m/s),Total Distance (km),Mean Vorticity (−1 × 10−5 s−1),Mean Growth Rate (10^−5 s^−1 day^-1),Straight Line Distance (km)
0,20160574,decay,46.0,16.48469152792466,2729.864917024324,4.684159782608695,-0.3836817391304347,2476.321673609071
1,20160574,incipient,31.0,27.627139700337402,3083.1887905576546,4.685435,1.595744516129032,2972.4711101203898
2,20160576,decay,1.0,35.44788599007849,127.61238956428257,1.951,-2.9342399999999955,0.0
3,20160576,incipient,22.0,38.87811227136701,3079.1464918922666,2.01257,-0.21243272727272763,3064.482089930379
4,20160577,decay,66.0,8.103904560938073,1925.4877236788861,2.778421212121212,-0.8485127272727273,590.8621290536549
5,20160577,incipient,18.0,5.595489858540202,362.5877428334051,2.899448947368421,2.29704,262.0792719807671
6,20160578,decay,113.0,25.93136999124982,10548.881312440428,4.998175221238938,0.9096807079646018,9787.120581336063
7,20160578,incipient,6.0,35.81363783761216,773.5745772924228,3.3883771428571428,4.309800000000001,771.0062260607032
8,20160578,intensification,31.0,5.424247647710521,605.3460374844941,8.734544838709677,-0.689767741935484,389.35962571541523
9,20160578,mature,9.0,8.922326691012989,289.0833847888208,5.712213333333334,-6.52184,262.53876052277536
10,20160579,decay,113.0,19.35962210345806,7875.494271686739,5.080628053097345,0.2574562831858407,7253.2653646685085
11,20160579,incipient,4.0,7.724593004023495,111.23413925793832,2.11558,3.2887799999999987,109.4781785352224
12,20160579,intensification,20.0,18.899228823836797,1360.7444753162495,2.7144235,-2.325024,1275.0329702309634
13,20160580,decay,51.0,24.997286657478853,4589.501830313117,1.9771164705882351,0.1302870588235293,4399.756766765606
14,20160580,incipient,0.0,,0.0,1.13288,,0.0
15,20160581,decay,58.0,7.349825432427468,1534.6435502908555,5.112916271186441,-1.3410910344827587,1006.4181582622557
16,20160582,decay,102.0,16.765459432781228,6156.276703717266,4.765600485436893,-0.1811576470588235,5909.036518398233
17,20160582,intensification,31.0,13.831359534910215,1543.5797240959798,3.908948064516129,-0.9094296774193548,971.3551246856174
18,20160582,mature,20.0,9.961079425364591,717.1977186262507,3.5431730000000003,0.8633879999999999,667.1259770089556
19,20160584,decay,89.0,8.948038763180406,2866.9516197230023,7.277345888888889,-0.16933213483146037,2885.8333007850356
20,20160584,intensification,31.0,9.05351026542808,1010.3717456217737,5.402587096774194,-0.6789445161290323,940.4010108431219
21,20160584,mature,20.0,10.60011638381737,763.2083796348508,5.2155815,-0.6713520000000006,693.4611739849022
22,20160587,decay,60.0,12.889320740758592,2784.093280003856,5.928420327868853,2.305664,2523.8393591639233
23,20160587,intensification,18.0,25.9386920848668,1680.8272470993688,8.425665,-2.0419333333333327,1573.7640032002319
24,20160588,decay,57.0,15.560431527983422,3193.0005495421983,9.272480172413793,2.1266147368421056,3105.195098895504
