,track_id,phase,Total Time (h),Mean Speed (m/s)_x,Mean Speed (m/s)_y,Total Distance (km),Mean Vorticity (−1 × 10−5 s−1),Mean Growth Rate (10^−5 s^−1 day^-1),Straight Line Distance (km)
0,20130002,decay,18.0,7.679938213577888,7.679938213577888,497.6599962398471,4.668222222222223,-1.157266666666666,134.6067923330971
1,20130002,incipient,3.0,23.4464247274733,23.4464247274733,253.22138705671165,3.3685375,0.9917600000000029,244.56723910343953
2,20130002,intensification,11.0,16.863743460158332,16.863743460158332,667.8042410222699,4.4530627272727275,3.902727272727272,547.8713346549813
3,20130002,mature,5.0,10.186375216503542,10.186375216503542,183.35475389706374,5.1777560000000005,-1.1636160000000004,139.59811387115568
4,20130004,decay,27.0,22.1262229667764,22.1262229667764,2150.668872370666,3.2797899999999998,2.37112,5291.809795055147
5,20130004,incipient,20.0,16.801467299844802,16.801467299844802,1209.7056455888257,7.145738,1.9535279999999997,2588.036173411611
6,20130004,intensification,45.0,16.649905022448763,16.649905022448763,2697.2846136366998,6.092222666666666,-0.3546239999999998,4436.750124456994
7,20130004,mature,3.0,23.205510417638664,23.205510417638664,250.6195125104976,4.669023333333333,-4.699280000000002,168.7259309028206
8,20130005,decay,26.0,14.191203405417443,14.191203405417443,1328.2966387470728,6.103012592592592,2.5334215384615386,2987.2733020565292
9,20130005,incipient,39.0,4.741358248003515,4.741358248003515,665.6866980196934,8.029561794871796,0.33051076923076866,1862.241706040378
10,20130005,intensification,92.0,8.157248674086079,8.157248674086079,2701.6807608573095,6.222517717391304,-0.9536060869565214,2845.202367141891
11,20130005,mature,26.0,4.914633234495744,4.914633234495744,460.0096707488016,4.7373573076923075,-0.765221538461539,635.3763233971566
12,20130006,decay,14.0,23.09234873472591,23.09234873472591,1163.8543762301858,3.829687142857143,1.7898685714285718,1083.6084262467912
13,20130006,incipient,35.0,22.70074252971252,22.70074252971252,2860.293558743778,2.6473708333333335,0.3483634285714286,7552.130658310338
14,20130006,intensification,79.0,18.62139620000776,18.62139620000776,5295.925079282207,2.9511487341772153,-0.04646582278481012,7219.992087626787
15,20130006,mature,24.0,14.871956694283467,14.871956694283467,1284.9370583860914,3.3742633333333334,-0.19040999999999997,4753.272887741417
16,20130007,decay,5.0,2.7095671747464083,2.7095671747464083,48.77220914543535,2.4050599999999998,0.6905279999999984,38.01794302407187
17,20130007,incipient,16.0,7.108345601268785,7.108345601268785,409.440706633082,2.041046470588235,2.0423249999999995,1026.855355983649
18,20130007,intensification,30.0,10.750479677114974,10.750479677114974,1161.0518051284173,2.4041186666666667,-0.20191199999999973,980.3491579073293
19,20130007,mature,3.0,2.526153655838584,2.526153655838584,27.28245948305671,2.2714266666666667,0.4131999999999998,13.173002093273302
20,20130009,decay,14.0,14.522675237986927,14.522675237986927,731.9428319945412,3.9906514285714287,0.3765942857142847,507.0992538010674
21,20130009,incipient,26.0,11.900104958558007,11.900104958558007,1113.8498241210293,2.8552814814814815,-0.19977230769230733,5742.625328408294
22,20130009,intensification,94.0,13.161048493030881,13.161048493030881,4453.69881004165,2.669779255319149,0.0917693617021277,6106.826188586775
23,20130009,mature,26.0,15.347233649348437,15.347233649348437,1436.5010695790138,2.8746438461538464,-0.7471015384615384,4557.24592399224
24,20130012,decay,14.0,9.289688038380158,9.289688038380158,468.20027713435996,2.5129664285714286,-3.0112114285714284,338.2968168097039
25,20130012,incipient,0.0,,,0.0,2.4583,,0.0
26,20130012,intensification,6.0,11.448429366738685,11.448429366738685,247.2860743215556,2.9980733333333336,3.3052399999999995,173.67393654530667
27,20130012,mature,3.0,9.892350701820769,9.892350701820769,106.83738757966432,3.288536666666667,-0.1392799999999994,71.69496321517337
28,20130013,decay,24.0,22.138108818409194,22.138108818409194,1912.7326019105544,1.9151691666666666,-0.6701800000000002,6000.25536938788
29,20130013,incipient,19.0,18.802702295882334,18.802702295882334,1286.1048370383517,3.858315789473684,2.166404210526315,3025.4585368537632
30,20130013,intensification,73.0,14.120154543215325,14.120154543215325,3710.7766139569867,5.972318767123287,0.5062947945205483,4173.444442454368
31,20130013,mature,31.0,13.302182495274257,13.302182495274257,1484.523566472607,4.3083425,-1.215747096774194,4907.072742417992
32,20130014,incipient,16.0,14.086999431842411,14.086999431842411,811.4111672741228,3.3918825,-1.039185,729.6630331597745
33,20130014,intensification,15.0,19.051258447472904,19.051258447472904,1028.7679561635368,3.10343875,0.14427199999999943,2376.8822143224475
34,20130014,mature,11.0,16.35960607556021,16.35960607556021,647.8404005921843,3.9299118181818185,-0.9345381818181816,585.5825214681573
35,20130015,incipient,16.0,8.81918717331519,8.81918717331519,507.98518118295493,3.71047125,-0.45579000000000036,491.93775112924834
36,20130015,intensification,25.0,5.815797752574383,5.815797752574383,523.4217977316945,3.3137416,-0.39165119999999976,309.26780607851987
37,20130015,mature,10.0,3.6903548718233,3.6903548718233,132.8527753856388,3.9101572727272726,-0.5544720000000002,82.0931673339544
38,20130016,incipient,16.0,23.70666594320951,23.70666594320951,1365.5039583288678,4.6147012499999995,1.4000699999999995,1285.169722076152
39,20130016,intensification,45.0,16.146185979442997,16.146185979442997,2615.6821286697655,7.488494444444445,-0.2691520000000001,2338.363036837637
40,20130016,mature,14.0,7.585798838949046,7.585798838949046,382.3242614830319,3.4786300000000003,4.063731428571429,3701.1989930328436
41,20130017,decay,23.0,14.50340260569948,14.50340260569948,1200.881735751917,2.414321304347826,0.1997113043478258,1058.1944626619365
42,20130017,incipient,18.0,2.803235728006921,2.803235728006921,181.64967517484845,1.6012168421052633,0.36331999999999987,503.68862097462306
43,20130017,intensification,69.0,7.55625833473763,7.55625833473763,1876.9745703488272,2.028181884057971,0.15616695652173904,1266.9063392694206
44,20130017,mature,20.0,7.067338125548543,7.067338125548543,508.84834503949503,2.469699,0.41386800000000046,1289.5200163344898
45,20130018,incipient,13.0,15.106640756303893,15.106640756303893,706.9907873950222,2.6222,0.48553846153846136,568.9157437105005
46,20130018,intensification,32.0,15.190785985751837,15.190785985751837,1749.9785455586116,3.5857128125,0.4363875000000001,1087.544686606024
47,20130019,incipient,9.0,5.352538922844685,5.352538922844685,173.42226110016782,1.696343,1.0437066666666663,46.97287201919562
48,20130019,intensification,14.0,21.55128855830697,21.55128855830697,1086.1849433386712,1.368437857142857,-0.3161485714285715,990.7605824085699
49,20130020,intensification,30.0,16.477366805414555,16.477366805414555,1779.555614984772,4.55144193548387,0.8051120000000002,1571.7303567348558
50,20130021,intensification,29.0,17.871368583578196,17.871368583578196,1865.770880125564,1.7318203333333335,0.6398068965517241,1764.2143992062374
51,20130022,incipient,3.0,4.2103538894120005,4.2103538894120005,45.4718220056496,5.288643333333333,2.8604000000000056,24.68377682280606
52,20130022,intensification,20.0,10.993301553761821,10.993301553761821,791.5177118708511,4.612617619047619,0.4378559999999993,654.8198010058443
