,track_id,phase,Total Time (h),Mean Speed (m/s),Total Distance (km),Mean Vorticity (−1 × 10−5 s−1),Mean Growth Rate (10^−5 s^−1 day^-1),Straight Line Distance (km)
0,19880078,decay,51.0,7.162999727857386,1315.1267500346162,3.4447001923076925,-0.7217317647058821,2004.9625297139255
1,19880078,decay 2,25.0,5.827019715264059,524.4317743737652,2.6190452,-0.23645760000000024,375.70167396199423
2,19880078,incipient,15.0,10.303054207309872,556.3649271947331,4.487828666666667,0.3918559999999998,1883.964898175318
3,19880078,intensification,75.0,8.688322884639144,2345.847178852569,3.9653718666666666,-0.6151775999999999,2225.226459913046
4,19880078,mature,12.0,5.53843609800667,239.26043943388817,3.6255358333333336,-0.7395200000000006,239.84431400535573
5,19880079,decay,21.0,7.0764596618823346,534.9803504383045,2.2602152380952383,-1.5288914285714288,463.54085028950385
6,19880079,incipient,10.0,6.097132000146149,219.49675200526138,3.19016,0.5289600000000009,418.5896428523604
7,19880079,intensification,46.0,7.979841601743525,1321.4617692487277,3.1393530434782604,0.385726956521739,488.704250186881
8,19880079,mature,7.0,4.432763583794925,111.70564231163212,3.2757914285714285,0.3905485714285705,116.8899896385488
9,19880080,decay,40.0,4.615383842318567,664.6152732938738,1.534243,-0.47766000000000003,285.3821726800446
10,19880080,incipient,12.0,9.15297318485856,395.40844158588976,1.6611584615384616,3.0722600000000004,1618.3147434874215
11,19880080,intensification,46.0,9.16403533614569,1517.5642516657263,1.7550936956521739,-0.7846278260869566,1190.123851687793
12,19880080,mature,7.0,10.725379475910389,270.2795627929418,1.6583957142857142,0.8872799999999995,567.3024385783365
13,19880081,incipient,2.0,17.795147788454795,128.12506407687454,1.8579233333333331,3.3150000000000013,116.15572844743383
14,19880081,intensification,30.0,9.530210299296217,1029.2627123239913,1.9131173333333333,0.023807999999999985,908.4484110824679
15,19880083,decay,41.0,8.46554717286496,1249.5147627148683,1.9089531707317076,-0.13497365853658547,1001.7947987729763
