track_id,phase,Total Distance (km),Total Time (Hours),Mean Vorticity (−1 × 10−5 s−1),Mean Growth rate (s−1 day-1),Mean Speed (m/s),Region,Season
20181174,decay,2464.3627360144314,88.0,3.7456577272727274,-0.03846183186026935,7.778922777823332,Total,Total
20181174,incipient,2406.6410988931625,52.0,4.6398234615384615,-0.010790820868945903,12.85598877613869,Total,Total
20181174,intensification,3174.6700677975873,44.0,4.450157272727273,-0.03186184764309762,20.04210901387366,Total,Total
20181174,mature,247.57179875569628,6.0,3.9825733333333333,-0.03245370370370369,11.461657349800754,Total,Total
20181174,residual,222.0601897380211,17.0,3.275814705882353,0.021282679738562106,3.6284344728434825,Total,Total
20181175,incipient,128.04302969899484,1.0,3.55771,-0.10914351851851858,35.56750824972079,Total,Total
20181188,incipient,104.42535410408578,2.0,2.45673,-0.04513310185185199,14.503521403345248,Total,Total
20181188,intensification,549.9819905412228,14.0,2.3492514285714283,-0.0382820767195767,10.912341082167119,Total,Total
20181188,mature,207.04937377458134,3.0,1.8465066666666665,-0.06499228395061732,19.171238312461234,Total,Total
20181198,decay,209.21211446430834,2.0,3.4053500000000003,0.019021990740740714,29.057238120042825,Total,Total
20181198,incipient,48.440605034496365,2.0,4.224005,-0.07883680555555572,6.727861810346718,Total,Total
20181198,intensification,715.869818697212,14.0,3.9268335714285714,-0.049774305555555544,14.203766243992302,Total,Total
20181198,mature,435.8051381738718,3.0,3.4334466666666668,-0.08325231481481486,40.35232760869184,Total,Total
20181200,decay,1614.2173423478687,37.0,3.218827027027027,-0.012864114114114129,12.118748816425443,Total,Total
20181200,incipient,2075.8064740236855,46.0,4.573925652173913,0.002657004830917895,12.5350632489353,Total,Total
20181200,intensification,2624.4791293992103,44.0,4.267395909090909,-0.05060106271043773,16.56868137246976,Total,Total
20181200,mature,283.5528842118931,6.0,3.6848483333333335,-0.06415509259259244,13.1274483431432,Total,Total
20181200,residual,439.94371968155787,17.0,1.60603,-0.06835988562091502,7.188622870613691,Total,Total
20181201,decay,1458.4478641562027,19.0,2.0863947368421054,-0.016363304093567257,21.322337195266122,Total,Total
20181201,incipient,1793.8177203858575,42.0,2.763894047619048,0.01673666225749559,11.863873812075779,Total,Total
20181201,intensification,486.84590079643766,16.0,2.480160625,-0.10717737268518518,8.452185777715933,Total,Total
20181201,mature,102.51256094774388,3.0,2.3113466666666667,0.1541859567901234,9.491903791457768,Total,Total
20181202,decay,715.9997155430551,5.0,4.01085,-0.0486574074074074,39.77776197461417,Total,Total
20181202,incipient,377.07671693445036,3.0,6.04588,-0.14537422839506167,34.914510827263925,Total,Total
20181202,intensification,1299.6314588704279,14.0,5.874630714285715,-0.1928356481481481,25.786338469651348,Total,Total
20181202,mature,342.32862242924955,3.0,4.352996666666667,-0.23532021604938289,31.69709466937496,Total,Total
20181204,decay,41.779471478622746,2.0,1.54613,0.005804398148148138,5.802704372030937,Total,Total
20181204,incipient,49.75246517100244,2.0,1.704735,0.008524305555555632,6.910064607083672,Total,Total
20181204,intensification,402.9033080659234,14.0,1.7718907142857143,-0.005252976190476204,7.994113255276258,Total,Total
20181204,mature,105.09405904351816,3.0,1.5762333333333334,-0.040281635802469094,9.730931392918349,Total,Total
20181205,decay,36.7488084827233,2.0,1.5701450000000001,0.0032291666666666194,5.104001178156014,Total,Total
20181205,incipient,19.058546588440255,2.0,1.59395,0.07028356481481472,2.647020359505591,Total,Total
20181205,intensification,386.59462938324003,14.0,1.7601135714285714,0.0019882605820105924,7.670528360778572,Total,Total
20181205,mature,80.14772133746156,3.0,1.5919533333333333,-0.02991898148148148,7.421085309024219,Total,Total
20181206,decay,248.05895263917046,4.0,1.230615,-0.09802662037037033,17.226316155497948,Total,Total
20181206,incipient,113.527383734198,2.0,1.547365,0.03722800925925926,15.767692185305279,Total,Total
20181206,intensification,926.6643564978518,14.0,1.6626992857142857,0.002854662698412694,18.386197549560553,Total,Total
20181206,mature,210.19626292468502,3.0,1.5079266666666669,-0.0616550925925926,19.462616937470834,Total,Total
20181207,decay,743.9904908062242,5.0,4.644822,0.08212499999999998,41.332805044790234,Total,Total
20181207,incipient,638.2392810715539,6.0,4.112518333333333,0.05261381172839511,29.548114864423795,Total,Total
20181207,intensification,1661.2305099692476,14.0,3.3332685714285715,0.09091931216931219,32.96092281685015,Total,Total
20181207,mature,263.5668678027047,3.0,4.178556666666666,0.1754128086419752,24.404339611361543,Total,Total
20190001,decay,569.3070178387497,5.0,2.526784,0.08058564814814821,31.62816765770832,Total,Total
20190001,incipient,3015.1740548627317,24.0,3.7380483333333334,0.07914351851851852,34.897847857207545,Total,Total
