track_id,phase,Total Distance (km),Total Time (Hours),Mean Vorticity (−1 × 10−5 s−1),Mean Growth rate (s−1 day-1),Mean Speed (m/s),Region,Season
20151167,decay,1368.317855377053,19.0,5.527330526315789,-0.028498416179337245,20.00464700843645,Total,Total
20151167,incipient,1513.051587157971,25.0,5.7695408,-0.046137962962963,16.811684301755236,Total,Total
20151167,intensification,3665.059238913686,55.0,5.212034,-0.037866582491582486,18.51040019653377,Total,Total
20151167,mature,535.1407232013962,7.0,5.51446,-0.07646990740740738,21.23574298418239,Total,Total
20151178,decay,4195.83107644454,57.0,6.098169122807017,-0.07770386614684857,20.44751986571413,Total,Total
20151178,incipient,3340.3274431310188,33.0,7.47743393939394,0.04929994388327717,28.11723436978972,Total,Total
20151178,intensification,9569.55196494197,91.0,6.999077692307692,-0.047670685795685806,29.211086584071946,Total,Total
20151178,mature,981.450233315508,11.0,8.750447272727273,-0.03661405723905731,24.784096800896666,Total,Total
20160001,decay,5125.038597167469,39.0,3.4436456410256406,-0.020940170940170928,36.50312391144921,Total,Total
20160001,incipient,2568.8864090836482,25.0,3.3116428,0.018984259259259242,28.543182323151647,Total,Total
20160001,intensification,6396.171521377982,63.0,3.8375768253968254,0.006528328924162267,28.201814468156886,Total,Total
20160001,mature,1270.2763684258723,11.0,4.673920909090909,0.0159585437710437,32.07768607136042,Total,Total
20160002,decay,1251.3006514434123,19.0,5.171400526315789,-0.016651437621832316,18.293869173149304,Total,Total
20160002,incipient,1500.9686389044082,23.0,5.64762652173913,0.07941928341384859,18.12764056647836,Total,Total
20160002,intensification,2986.0078315535056,53.0,4.7833541509433966,-0.08769326519916142,15.64993622407498,Total,Total
20160002,mature,1098.7933848221303,7.0,4.3955142857142855,-0.12408730158730166,43.602912096116285,Total,Total
20160003,decay,847.2958330332258,9.0,4.052868888888889,0.24184284979423865,26.151105957815613,Total,Total
20160003,incipient,1137.9329958415371,10.0,3.2785154545454547,0.10890162037037038,31.609249884487145,Total,Total
20160003,intensification,1659.6433370113787,17.0,5.936419411764706,0.07521990740740744,27.11835517992449,Total,Total
20160004,decay,137.6720140592908,9.0,2.365768888888889,-0.014362139917695445,4.249136236397865,Total,Total
20160004,incipient,428.20453405503656,18.0,2.2090063157894737,-0.0029816100823045707,6.608094661343157,Total,Total
20160004,intensification,482.24909374249563,20.0,2.0559245,-0.023799189814814794,6.697904079756884,Total,Total
20160005,decay,1059.4919552232038,19.0,1.8273621052631581,-0.018871832358674467,15.489648468175494,Total,Total
20160005,incipient,1149.9589325088373,18.0,1.4957857894736843,0.02060956790123458,17.746279822667244,Total,Total
20160005,intensification,2396.344027862526,43.0,1.863143953488372,0.01854274332472007,15.480258577923298,Total,Total
20160005,mature,222.93720808800964,7.0,2.551987142857143,-0.028090277777777794,8.84671460666705,Total,Total
20160006,decay,881.2435206512437,10.0,2.617223,0.022932870370370367,24.47898668475677,Total,Total
20160006,incipient,731.3487796943188,13.0,2.42487,0.048005698005698,15.627110677229034,Total,Total
20160006,intensification,3259.201387393575,49.0,2.329692448979592,0.03401053476946334,18.476198341233417,Total,Total
20160006,mature,614.1210208646552,7.0,2.5973385714285717,-0.011524470899470916,24.369881780343462,Total,Total
20160007,decay,602.9470181918182,7.0,4.262592857142857,-0.17171792328042326,23.926468975865802,Total,Total
20160007,incipient,317.94695558246593,8.0,4.549651111111111,0.005431134259259246,11.039824846613401,Total,Total
20160007,intensification,934.9792293485473,18.0,4.849049444444444,0.0369457304526749,14.428691810934371,Total,Total
20160007,mature,459.74064748306364,7.0,5.210618571428571,-0.03286375661375662,18.243676487423162,Total,Total
20160008,decay,2683.2005650536757,44.0,3.288745681818182,0.01853614267676768,16.939397506651993,Total,Total
20160008,incipient,1080.2562142999068,21.0,2.7741640909090908,0.01657242063492068,14.289103363755382,Total,Total
20160008,intensification,4459.30481407841,74.0,3.2766489189189185,0.00484797297297296,16.739132184979017,Total,Total
20160008,mature,782.4730621949453,11.0,2.96842,-0.036183712121212123,19.759420762498618,Total,Total
20160009,decay,483.09278287038177,10.0,2.383714,-0.031042824074074056,13.419243968621716,Total,Total
20160009,incipient,243.51165124240225,8.0,1.5594211111111111,0.03404369212962961,8.455265668138967,Total,Total
20160009,intensification,1905.128644434154,34.0,2.109184705882353,0.020894607843137257,15.564776506814985,Total,Total
20160009,mature,447.9428579078416,7.0,3.1045657142857146,-0.09625000000000002,17.77551023443816,Total,Total
20160010,decay,6980.475691210359,56.0,5.791942857142857,-0.0633684689153439,34.62537545243234,Total,Total
20160010,decay 2,842.6234994438568,6.0,3.664548333333333,-0.23585069444444448,39.01034719647485,Total,Total
20160010,incipient,1524.662842872543,13.0,6.259009230769231,0.0036752136752137136,32.57826587334494,Total,Total
20160010,intensification,7816.711890193557,76.0,6.5175512987012985,0.02752543250487328,28.569853399830254,Total,Total
20160010,mature,1356.1323936339018,14.0,6.209167142857143,-0.0128447420634921,26.90738876257742,Total,Total
20160011,decay,664.9522947798598,38.0,2.6499626315789477,-0.01229379873294346,4.860762388741665,Total,Total
20160011,incipient,91.85836404046626,5.0,1.7747700000000002,-0.07978935185185183,5.10324244669257,Total,Total
20160011,intensification,764.307126072414,32.0,2.1585354545454543,0.074736328125,6.634610469378594,Total,Total
20160011,mature,146.45111086101596,11.0,2.4178245454545455,0.026322601010100987,3.6982603752781813,Total,Total
20160012,decay,855.5846832301963,10.0,3.3410960000000003,0.11024421296296293,23.766241200838788,Total,Total
20160012,incipient,504.6853150788726,3.0,3.7594100000000004,-0.01101466049382719,46.73012176656228,Total,Total
20160012,intensification,2435.227116186393,20.0,3.3429347619047616,0.044193865740740745,33.82259883592212,Total,Total
20160012,mature,504.53195779835005,7.0,2.3990942857142854,0.15187334656084656,20.02110943644246,Total,Total
20160013,decay,9367.367437732155,83.0,5.968660120481928,0.03878053882195448,31.349957957604268,Total,Total
20160013,decay 2,470.41017245629973,6.0,6.500351666666667,-0.028979552469135906,21.778248724828693,Total,Total
20160013,incipient,1323.0675669394,13.0,7.158446923076923,0.06353988603988615,28.270674507252135,Total,Total
20160013,intensification,7614.858687808301,74.0,6.698592666666666,-0.03858639889889892,28.584304383664794,Total,Total
20160013,mature,1397.9973726841292,14.0,4.148652142857143,-0.0007622354497353768,27.73804310881209,Total,Total
20160014,decay,797.6946791970219,38.0,4.816247105263158,-0.02325932017543859,5.8311014561185806,Total,Total
20160014,incipient,184.57051970934108,12.0,4.079549166666666,-0.04175154320987658,4.272465734012525,Total,Total
20160014,intensification,1223.6765031749203,53.0,3.577209444444444,-0.033382468553459124,6.413398863600212,Total,Total
20160014,mature,163.5693876039042,11.0,4.399924545454545,0.03197495791245796,4.130540091007682,Total,Total
20160015,decay,3197.052180790541,38.0,2.9804184210526317,0.010374025341130598,23.37026447946302,Total,Total
20160015,incipient,348.1670522937767,9.0,3.764496666666666,-0.0011458333333333585,10.745896675733848,Total,Total
20160015,intensification,1038.9953520020013,28.0,4.541655357142857,-0.04760995370370368,10.307493571448425,Total,Total
20160015,mature,900.9195487972783,6.0,3.3833814285714285,-0.057150848765432145,41.709238370244364,Total,Total
20160016,decay,1667.9226874167562,90.0,2.055996263736264,-0.002312757201646091,5.147909529064063,Total,Total
20160016,decay 2,257.9728463187217,6.0,1.5260166666666668,-0.04823302469135803,11.94318732957045,Total,Total
20160016,incipient,181.71128969656425,13.0,2.7267,0.004151531339031413,3.882719865311202,Total,Total
20160016,intensification,811.9819929715113,72.0,2.5515694444444446,-0.009295428240740752,3.132646577822189,Total,Total
20160016,mature,110.55538222276729,7.0,2.239035714285714,-0.025945767195767185,4.387118342173306,Total,Total
20160017,decay,8715.741847790014,152.0,5.700302156862745,0.021816292032163738,15.92789080370982,Total,Total
20160017,decay 2,372.2401586634356,6.0,5.350526666666667,0.027903163580246988,17.23334067886276,Total,Total
20160017,incipient,812.9366641986866,13.0,3.4251846153846155,-0.0007389601139601314,17.37044154270698,Total,Total
20160017,intensification,6520.718672786119,91.0,4.064620000000001,-0.037855107855107845,19.904513653193284,Total,Total
20160017,mature,999.2020147160866,13.0,4.012556153846154,-0.08619034900284901,21.350470399916382,Total,Total
20160018,decay,1044.2135006014319,35.0,2.5683614285714285,-0.014450396825396832,8.287408734931999,Total,Total
20160018,incipient,597.1777869961285,12.0,2.67447,-0.008801118827160457,13.823559884169642,Total,Total
20160018,intensification,1938.2389494689896,56.0,2.38450375,0.008007812499999996,9.614280503318401,Total,Total
20160018,mature,32.279971283489445,4.0,3.3977725000000003,-0.06492476851851853,2.241664672464545,Total,Total
20160019,incipient,162.52474788209844,4.0,1.71816,-0.04417245370370371,11.286440825145725,Total,Total
20160019,intensification,1831.345102035618,28.0,1.787955,0.02200479497354498,18.168106170988274,Total,Total
20160019,mature,480.31619777511276,2.0,1.5596700000000001,0.03127893518518528,66.71058302432122,Total,Total
20160020,decay,3695.574120901356,28.0,5.004977500000001,-0.08547949735449735,36.66244167560869,Total,Total
20160020,incipient,418.4328765099457,5.0,3.4579079999999998,0.040840277777777746,23.246270917219206,Total,Total
20160020,intensification,1863.3505446534887,27.0,2.8050957142857142,0.13274048353909465,19.17027309314289,Total,Total
20160020,mature,334.5903464725534,4.0,5.35317,0.2837847222222223,23.235440727260652,Total,Total
20160021,decay,488.67416742795587,28.0,2.029702142857143,0.020326554232804238,4.847958010197974,Total,Total
20160021,incipient,115.49261877790875,10.0,2.367501,-0.009651620370370326,3.2081282993863542,Total,Total
20160021,intensification,739.2313303204136,33.0,1.8494929411764705,0.019938973063973034,6.222485945458026,Total,Total
20160021,mature,34.787836556073344,4.0,2.180645,-0.040726273148148064,2.415821983060649,Total,Total
20160022,decay,12319.80735860207,139.0,5.641451870503596,-0.013838262723154806,24.6199187821784,Total,Total
20160022,decay 2,510.45554490088074,6.0,6.481081666666667,-0.13186149691358015,23.632201152818553,Total,Total
20160022,incipient,472.01883597051904,11.0,5.918944545454545,0.07779145622895621,11.919667575013106,Total,Total
20160022,intensification,4538.137183181146,63.0,6.31142296875,0.027901234567901237,20.009423206266078,Total,Total
20160022,mature,365.9714513543603,7.0,6.487571428571428,-0.03902116402116413,14.522676641046043,Total,Total
20160023,decay,416.0765564116476,11.0,1.345000909090909,-0.0030397727272727126,10.506983747768878,Total,Total
20160023,incipient,72.33338427136312,3.0,2.7866733333333333,0.1156597222222223,6.6975355806817705,Total,Total
